smear,mass,nbins,Z
1.000000000000000000e+00,4.000000000000000000e+00,1.500000000000000000e+01,1.443951813647849081e+00
1.000000000000000000e+00,4.000000000000000000e+00,1.600000000000000000e+01,1.464781797021257326e+00
1.000000000000000000e+00,4.000000000000000000e+00,1.700000000000000000e+01,1.486426442608865583e+00
1.000000000000000000e+00,4.000000000000000000e+00,1.800000000000000000e+01,1.508581566376293814e+00
1.000000000000000000e+00,4.000000000000000000e+00,1.900000000000000000e+01,1.523501503829841841e+00
1.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+01,1.540270474484199958e+00
1.000000000000000000e+00,4.000000000000000000e+00,2.100000000000000000e+01,1.563523323422544520e+00
1.000000000000000000e+00,4.000000000000000000e+00,2.200000000000000000e+01,1.570287208446378591e+00
1.000000000000000000e+00,4.000000000000000000e+00,2.300000000000000000e+01,1.594598862437694553e+00
1.000000000000000000e+00,4.000000000000000000e+00,2.400000000000000000e+01,1.599068508855040038e+00
1.000000000000000000e+00,4.000000000000000000e+00,2.500000000000000000e+01,1.607861177725550483e+00
1.000000000000000000e+00,4.000000000000000000e+00,2.600000000000000000e+01,1.622334553537644553e+00
1.000000000000000000e+00,4.000000000000000000e+00,2.700000000000000000e+01,1.622821525908165752e+00
1.000000000000000000e+00,4.000000000000000000e+00,2.800000000000000000e+01,1.631056052787016375e+00
1.000000000000000000e+00,4.000000000000000000e+00,2.900000000000000000e+01,1.645280652367018481e+00
1.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+01,1.634074795881323761e+00
1.000000000000000000e+00,4.000000000000000000e+00,3.100000000000000000e+01,1.628483464437669559e+00
1.000000000000000000e+00,4.000000000000000000e+00,3.200000000000000000e+01,1.638541076828956333e+00
1.000000000000000000e+00,4.000000000000000000e+00,3.300000000000000000e+01,1.636269233351497432e+00
1.000000000000000000e+00,4.000000000000000000e+00,3.400000000000000000e+01,1.625163790114185325e+00
1.000000000000000000e+00,4.000000000000000000e+00,3.500000000000000000e+01,1.634705214357184300e+00
1.000000000000000000e+00,4.000000000000000000e+00,3.600000000000000000e+01,1.616747780575645166e+00
1.000000000000000000e+00,4.000000000000000000e+00,3.700000000000000000e+01,1.610707097709866531e+00
1.000000000000000000e+00,4.000000000000000000e+00,3.800000000000000000e+01,1.628308728718374399e+00
1.000000000000000000e+00,4.000000000000000000e+00,3.900000000000000000e+01,1.613961425417493434e+00
1.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+01,1.624244414535550574e+00
1.000000000000000000e+00,4.000000000000000000e+00,4.100000000000000000e+01,1.616624061590817174e+00
1.000000000000000000e+00,4.000000000000000000e+00,4.200000000000000000e+01,1.596098870854914420e+00
1.000000000000000000e+00,4.000000000000000000e+00,4.300000000000000000e+01,1.610673591431657892e+00
1.000000000000000000e+00,4.000000000000000000e+00,4.400000000000000000e+01,1.599904876209985227e+00
1.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+01,1.595032977818289677e+00
1.000000000000000000e+00,4.000000000000000000e+00,4.600000000000000000e+01,1.572653840279642168e+00
1.000000000000000000e+00,4.000000000000000000e+00,4.700000000000000000e+01,1.564385764177752769e+00
1.000000000000000000e+00,4.000000000000000000e+00,4.800000000000000000e+01,1.601369309263702023e+00
1.000000000000000000e+00,4.000000000000000000e+00,4.900000000000000000e+01,1.560038638737313965e+00
1.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+01,1.563946416621728730e+00
1.000000000000000000e+00,4.000000000000000000e+00,5.100000000000000000e+01,1.555901889893684276e+00
1.000000000000000000e+00,4.000000000000000000e+00,5.200000000000000000e+01,1.544092281262106070e+00
1.000000000000000000e+00,4.000000000000000000e+00,5.300000000000000000e+01,1.542435829187129182e+00
1.000000000000000000e+00,4.000000000000000000e+00,5.400000000000000000e+01,1.537260868209504805e+00
1.000000000000000000e+00,4.000000000000000000e+00,5.500000000000000000e+01,1.519114026138948859e+00
1.000000000000000000e+00,4.000000000000000000e+00,5.600000000000000000e+01,1.518066700801261160e+00
1.000000000000000000e+00,4.000000000000000000e+00,5.700000000000000000e+01,1.508153729756529504e+00
1.000000000000000000e+00,4.000000000000000000e+00,5.800000000000000000e+01,1.502448748620145880e+00
1.000000000000000000e+00,4.000000000000000000e+00,5.900000000000000000e+01,1.487091270705865220e+00
