4.000000000000000083e-02 5.000000000000000000e-01 5.000000000000000000e-01 5.606246480959999889e-01 1.024738642928466392e+00 7.529969474047810696e-01
4.000000000000000083e-02 5.000000000000000000e-01 1.000000000000000000e+00 4.092686849119999692e-01 1.801130638548258611e+00 1.166173935265377937e+00
4.000000000000000083e-02 5.000000000000000000e-01 1.500000000000000000e+00 2.926898899906799634e-01 2.704070874214606235e+00 1.583200918457913664e+00
4.000000000000000083e-02 5.000000000000000000e-01 2.000000000000000000e+00 2.060121991093613325e-01 3.653973769778118275e+00 1.979954196166508140e+00
4.000000000000000083e-02 5.000000000000000000e-01 2.500000000000000000e+00 1.425187991847749747e-01 4.759782785839277608e+00 2.385031675725541866e+00
4.000000000000000083e-02 5.000000000000000000e-01 3.000000000000000000e+00 9.845521670179663287e-02 5.638871973651951919e+00 2.701017196246003671e+00
4.000000000000000083e-02 5.000000000000000000e-01 3.500000000000000000e+00 6.776773292073509647e-02 6.628366574254812349e+00 3.017849608200738665e+00
4.000000000000000083e-02 5.000000000000000000e-01 4.000000000000000000e+00 4.676410920122988507e-02 7.374907775465308291e+00 3.254185222621883256e+00
4.000000000000000083e-02 1.000000000000000000e+00 5.000000000000000000e-01 5.758090848960000230e-01 9.187461402688849033e-01 7.032168814435022508e-01
4.000000000000000083e-02 1.000000000000000000e+00 1.000000000000000000e+00 4.554384566018264136e-01 1.445871081780891965e+00 1.001577778804313201e+00
4.000000000000000083e-02 1.000000000000000000e+00 1.500000000000000000e+00 3.472459193010948297e-01 2.070715560979848213e+00 1.322750426411771318e+00
4.000000000000000083e-02 1.000000000000000000e+00 2.000000000000000000e+00 2.583538541960055945e-01 2.783058971312212471e+00 1.649932783707207973e+00
4.000000000000000083e-02 1.000000000000000000e+00 2.500000000000000000e+00 1.895972084801691715e-01 3.494722696737583956e+00 1.954996943800454634e+00
4.000000000000000083e-02 1.000000000000000000e+00 3.000000000000000000e+00 1.382147067337038682e-01 4.193718778791492241e+00 2.233165123188341816e+00
4.000000000000000083e-02 1.000000000000000000e+00 3.500000000000000000e+00 9.968275574045278031e-02 4.965340124810402322e+00 2.510166098036289206e+00
4.000000000000000083e-02 1.000000000000000000e+00 4.000000000000000000e+00 7.079893550785622269e-02 5.686827402905590745e+00 2.756867775047729729e+00
4.000000000000000083e-02 1.500000000000000000e+00 5.000000000000000000e-01 5.822726671359998996e-01 9.047590871750790242e-01 6.933669922024345844e-01
4.000000000000000083e-02 1.500000000000000000e+00 1.000000000000000000e+00 4.751783948799999657e-01 1.328457055582655144e+00 9.428029003726460244e-01
4.000000000000000083e-02 1.500000000000000000e+00 1.500000000000000000e+00 3.758764601248835158e-01 1.834470270353831367e+00 1.213609329372624224e+00
4.000000000000000083e-02 1.500000000000000000e+00 2.000000000000000000e+00 2.913072290758945693e-01 2.357272297016109963e+00 1.476315869013063331e+00
4.000000000000000083e-02 1.500000000000000000e+00 2.500000000000000000e+00 2.210180450859227652e-01 2.935849180146457460e+00 1.740407378227555313e+00
4.000000000000000083e-02 1.500000000000000000e+00 3.000000000000000000e+00 1.678986274169717852e-01 3.487432839254918093e+00 1.977106189115227064e+00
4.000000000000000083e-02 1.500000000000000000e+00 3.500000000000000000e+00 1.250771123887405301e-01 4.093853999080740103e+00 2.217288523243391651e+00
4.000000000000000083e-02 1.500000000000000000e+00 4.000000000000000000e+00 9.370463766789761950e-02 4.646873901422831743e+00 2.424270439119988296e+00
4.000000000000000083e-02 2.000000000000000000e+00 5.000000000000000000e-01 5.732114987999999967e-01 9.268718728056059009e-01 7.094804354390793488e-01
4.000000000000000083e-02 2.000000000000000000e+00 1.000000000000000000e+00 4.792714835999999923e-01 1.282963031417930999e+00 9.222843232108295375e-01
4.000000000000000083e-02 2.000000000000000000e+00 1.500000000000000000e+00 3.902816340202886480e-01 1.690997484474395351e+00 1.149784900269378962e+00
4.000000000000000083e-02 2.000000000000000000e+00 2.000000000000000000e+00 3.108692845751597211e-01 2.147290611647670655e+00 1.383429071035858104e+00
4.000000000000000083e-02 2.000000000000000000e+00 2.500000000000000000e+00 2.431845764241805374e-01 2.633531813854435466e+00 1.615076217778026901e+00
4.000000000000000083e-02 2.000000000000000000e+00 3.000000000000000000e+00 1.892777752398391855e-01 3.093816374371535893e+00 1.825305957716666150e+00
4.000000000000000083e-02 2.000000000000000000e+00 3.500000000000000000e+00 1.459483249909087343e-01 3.607051814731815575e+00 2.037830626461436534e+00
4.000000000000000083e-02 2.000000000000000000e+00 4.000000000000000000e+00 1.125122159435574254e-01 4.105758558230388822e+00 2.233084316998400265e+00
4.000000000000000083e-02 2.500000000000000000e+00 5.000000000000000000e-01 5.594013948159999305e-01 9.505506375771570760e-01 7.297443551393258954e-01
4.000000000000000083e-02 2.500000000000000000e+00 1.000000000000000000e+00 4.757798919195677101e-01 1.261789849780761807e+00 9.176484273400502545e-01
4.000000000000000083e-02 2.500000000000000000e+00 1.500000000000000000e+00 3.952856003136113183e-01 1.616956833806800553e+00 1.117956339203575844e+00
4.000000000000000083e-02 2.500000000000000000e+00 2.000000000000000000e+00 3.236427979882447459e-01 2.003131957727857237e+00 1.321159656505625168e+00
4.000000000000000083e-02 2.500000000000000000e+00 2.500000000000000000e+00 2.588206377879593845e-01 2.414408313583922716e+00 1.525206472722743900e+00
4.000000000000000083e-02 2.500000000000000000e+00 3.000000000000000000e+00 2.055310945323573224e-01 2.852909511367025086e+00 1.726800988178616159e+00
4.000000000000000083e-02 2.500000000000000000e+00 3.500000000000000000e+00 1.634763042671913968e-01 3.273538539937254743e+00 1.910404588041610063e+00
4.000000000000000083e-02 2.500000000000000000e+00 4.000000000000000000e+00 1.300241595519855964e-01 3.727671065343673096e+00 2.091015396893895595e+00
4.000000000000000083e-02 3.000000000000000000e+00 5.000000000000000000e-01 5.420653378547081180e-01 9.817291959540238588e-01 7.561845339805597366e-01
4.000000000000000083e-02 3.000000000000000000e+00 1.000000000000000000e+00 4.695085463221853050e-01 1.251250087578080983e+00 9.190637220185698952e-01
4.000000000000000083e-02 3.000000000000000000e+00 1.500000000000000000e+00 3.961015995551946389e-01 1.580812193501666796e+00 1.103563085016030509e+00
4.000000000000000083e-02 3.000000000000000000e+00 2.000000000000000000e+00 3.300665387303523546e-01 1.912317334712274164e+00 1.282893776584240975e+00
4.000000000000000083e-02 3.000000000000000000e+00 2.500000000000000000e+00 2.690291142673710278e-01 2.296759610763988935e+00 1.474667134489718645e+00
4.000000000000000083e-02 3.000000000000000000e+00 3.000000000000000000e+00 2.199954290877112473e-01 2.667584592330498605e+00 1.649227335199857425e+00
4.000000000000000083e-02 3.000000000000000000e+00 3.500000000000000000e+00 1.791892316568154953e-01 3.049935605967504237e+00 1.818402014863830241e+00
4.000000000000000083e-02 3.000000000000000000e+00 4.000000000000000000e+00 1.456307538315136929e-01 3.423639640483877589e+00 1.976378963862444937e+00
4.000000000000000083e-02 3.500000000000000000e+00 5.000000000000000000e-01 5.316553983290753793e-01 9.934047814724221714e-01 7.690969669844620604e-01
4.000000000000000083e-02 3.500000000000000000e+00 1.000000000000000000e+00 4.646451639770265429e-01 1.248608397776975520e+00 9.218264217630197654e-01
4.000000000000000083e-02 3.500000000000000000e+00 1.500000000000000000e+00 3.975261442159296887e-01 1.538034819722759572e+00 1.086336712522807835e+00
4.000000000000000083e-02 3.500000000000000000e+00 2.000000000000000000e+00 3.331158959690311283e-01 1.861193834967806771e+00 1.261042922611304684e+00
4.000000000000000083e-02 3.500000000000000000e+00 2.500000000000000000e+00 2.780631824893707860e-01 2.202068578818839661e+00 1.432110043281070499e+00
