4.000000000000000083e-02 5.000000000000000000e-01 5.000000000000000000e-01 5.555613700479999917e-01 1.091603240387910789e+00 7.816901107215372679e-01
4.000000000000000083e-02 5.000000000000000000e-01 1.000000000000000000e+00 4.022609781920000183e-01 1.925170982777586914e+00 1.214699298857640386e+00
4.000000000000000083e-02 5.000000000000000000e-01 1.500000000000000000e+00 2.850984143716023822e-01 2.904148714905265827e+00 1.654302087962197021e+00
4.000000000000000083e-02 5.000000000000000000e-01 2.000000000000000000e+00 2.007257197839568130e-01 3.888736750660973129e+00 2.056715518537922449e+00
4.000000000000000083e-02 5.000000000000000000e-01 2.500000000000000000e+00 1.389100820412609016e-01 4.858000478486358631e+00 2.424253063348723813e+00
4.000000000000000083e-02 5.000000000000000000e-01 3.000000000000000000e+00 9.478853899365262403e-02 5.852287351438766549e+00 2.769116239720738726e+00
4.000000000000000083e-02 5.000000000000000000e-01 3.500000000000000000e+00 6.501272326429015369e-02 6.631964978688834833e+00 3.032809409895663055e+00
4.000000000000000083e-02 5.000000000000000000e-01 4.000000000000000000e+00 4.448946926132370250e-02 7.763140778376012463e+00 3.359167947582347047e+00
4.000000000000000083e-02 1.000000000000000000e+00 5.000000000000000000e-01 5.666378830880000050e-01 9.832510983556175255e-01 7.354680917815026309e-01
4.000000000000000083e-02 1.000000000000000000e+00 1.000000000000000000e+00 4.393442739359999516e-01 1.575572209303278681e+00 1.063784746514049084e+00
4.000000000000000083e-02 1.000000000000000000e+00 1.500000000000000000e+00 3.309978150413415143e-01 2.252797417469899699e+00 1.401627087333595423e+00
4.000000000000000083e-02 1.000000000000000000e+00 2.000000000000000000e+00 2.425306251700354021e-01 2.982338241371310872e+00 1.735312021733196985e+00
4.000000000000000083e-02 1.000000000000000000e+00 2.500000000000000000e+00 1.778713406484269677e-01 3.750463452900183903e+00 2.050117977537730951e+00
4.000000000000000083e-02 1.000000000000000000e+00 3.000000000000000000e+00 1.281856360176636123e-01 4.522920319298448177e+00 2.342274618592164792e+00
4.000000000000000083e-02 1.000000000000000000e+00 3.500000000000000000e+00 9.061924229131830544e-02 5.194570325189761917e+00 2.594838998674474873e+00
