0.000000000000000000e+00 0.000000000000000000e+00 inf
0.000000000000000000e+00 1.000000000000000048e-04 9.945349097251892090e-01
0.000000000000000000e+00 2.639999999999999986e-02 9.726103544235229492e-01
1.000000000000000048e-04 2.639999999999999986e-02 9.726070761680603027e-01
1.000000000000000048e-04 3.059999999999999873e-02 9.708631634712219238e-01
2.000000000000000096e-04 3.059999999999999873e-02 9.708607196807861328e-01
2.000000000000000096e-04 3.760000000000000148e-02 9.690697789192199707e-01
2.999999999999999737e-04 3.760000000000000148e-02 9.690223336219787598e-01
2.999999999999999737e-04 5.240000000000000213e-02 9.656046032905578613e-01
4.000000000000000192e-04 5.240000000000000213e-02 9.656031727790832520e-01
4.000000000000000192e-04 5.530000000000000193e-02 9.651512503623962402e-01
5.000000000000000104e-04 5.530000000000000193e-02 9.651332497596740723e-01
5.000000000000000104e-04 6.669999999999999540e-02 9.626588225364685059e-01
5.999999999999999474e-04 6.669999999999999540e-02 9.625858664512634277e-01
5.999999999999999474e-04 7.149999999999999412e-02 9.617359638214111328e-01
5.999999999999999474e-04 7.169999999999999984e-02 9.617277979850769043e-01
5.999999999999999474e-04 7.489999999999999436e-02 9.610897302627563477e-01
6.999999999999999929e-04 7.489999999999999436e-02 9.610792994499206543e-01
6.999999999999999929e-04 9.260000000000000175e-02 9.583680033683776855e-01
6.999999999999999929e-04 9.279999999999999361e-02 9.583338499069213867e-01
6.999999999999999929e-04 1.048000000000000043e-01 9.563881754875183105e-01
8.000000000000000383e-04 1.048000000000000043e-01 9.563836455345153809e-01
8.000000000000000383e-04 1.223000000000000059e-01 9.535866975784301758e-01
8.999999999999999754e-04 1.223000000000000059e-01 9.535804390907287598e-01
8.999999999999999754e-04 1.386999999999999900e-01 9.510221481323242188e-01
1.000000000000000021e-03 1.386999999999999900e-01 9.510201215744018555e-01
1.000000000000000021e-03 1.441999999999999948e-01 9.503424167633056641e-01
1.100000000000000066e-03 1.441999999999999948e-01 9.503360390663146973e-01
1.100000000000000066e-03 1.517999999999999905e-01 9.489215016365051270e-01
1.199999999999999895e-03 1.517999999999999905e-01 9.489109516143798828e-01
1.199999999999999895e-03 1.569000000000000117e-01 9.483067989349365234e-01
1.299999999999999940e-03 1.569000000000000117e-01 9.482993483543395996e-01
1.299999999999999940e-03 1.628000000000000003e-01 9.476448297500610352e-01
1.399999999999999986e-03 1.628000000000000003e-01 9.475880265235900879e-01
1.399999999999999986e-03 1.660999999999999976e-01 9.472118616104125977e-01
1.399999999999999986e-03 1.663000000000000034e-01 9.472103714942932129e-01
1.399999999999999986e-03 1.734999999999999876e-01 9.464086890220642090e-01
1.500000000000000031e-03 1.734999999999999876e-01 9.463984966278076172e-01
1.500000000000000031e-03 1.756000000000000061e-01 9.461404085159301758e-01
1.600000000000000077e-03 1.756000000000000061e-01 9.461184740066528320e-01
1.600000000000000077e-03 1.900999999999999912e-01 9.443576931953430176e-01
1.600000000000000077e-03 1.902999999999999969e-01 9.443512558937072754e-01
1.600000000000000077e-03 2.071000000000000063e-01 9.419273734092712402e-01
1.699999999999999905e-03 2.071000000000000063e-01 9.419110417366027832e-01
1.699999999999999905e-03 2.147000000000000020e-01 9.410877227783203125e-01
1.799999999999999951e-03 2.147000000000000020e-01 9.410730600357055664e-01
1.799999999999999951e-03 2.225999999999999923e-01 9.400897622108459473e-01
1.899999999999999996e-03 2.225999999999999923e-01 9.400386810302734375e-01
1.899999999999999996e-03 2.303000000000000047e-01 9.389884471893310547e-01
1.899999999999999996e-03 2.305000000000000104e-01 9.389136433601379395e-01
1.899999999999999996e-03 2.432999999999999885e-01 9.372388720512390137e-01
2.000000000000000042e-03 2.432999999999999885e-01 9.372175931930541992e-01
2.000000000000000042e-03 2.457000000000000017e-01 9.368741512298583984e-01
2.099999999999999870e-03 2.457000000000000017e-01 9.368716478347778320e-01
2.099999999999999870e-03 2.543000000000000260e-01 9.358717203140258789e-01
2.200000000000000133e-03 2.543000000000000260e-01 9.358623027801513672e-01
2.200000000000000133e-03 2.619000000000000217e-01 9.351645708084106445e-01
2.299999999999999961e-03 2.619000000000000217e-01 9.351479411125183105e-01
2.299999999999999961e-03 2.620000000000000107e-01 9.351356625556945801e-01
2.399999999999999790e-03 2.620000000000000107e-01 9.351055026054382324e-01
2.399999999999999790e-03 2.635000000000000120e-01 9.349453449249267578e-01
2.500000000000000052e-03 2.635000000000000120e-01 9.349240660667419434e-01
2.500000000000000052e-03 2.738999999999999768e-01 9.339342117309570312e-01
2.599999999999999881e-03 2.738999999999999768e-01 9.339320063591003418e-01
2.599999999999999881e-03 2.770000000000000240e-01 9.335481524467468262e-01
2.700000000000000143e-03 2.770000000000000240e-01 9.335380792617797852e-01
2.700000000000000143e-03 2.802999999999999936e-01 9.330894947052001953e-01
2.799999999999999972e-03 2.802999999999999936e-01 9.330852627754211426e-01
2.799999999999999972e-03 2.936000000000000276e-01 9.314948320388793945e-01
2.899999999999999800e-03 2.936000000000000276e-01 9.314624071121215820e-01
2.899999999999999800e-03 2.967000000000000193e-01 9.310637116432189941e-01
2.899999999999999800e-03 2.968999999999999972e-01 9.310575723648071289e-01
2.899999999999999800e-03 2.983000000000000096e-01 9.308136701583862305e-01
3.000000000000000062e-03 2.983000000000000096e-01 9.308038949966430664e-01
3.000000000000000062e-03 2.990999999999999770e-01 9.307153224945068359e-01
3.099999999999999891e-03 2.990999999999999770e-01 9.307134151458740234e-01
3.099999999999999891e-03 2.995999999999999774e-01 9.305811524391174316e-01
3.200000000000000153e-03 2.995999999999999774e-01 9.305721521377563477e-01
3.200000000000000153e-03 3.053000000000000158e-01 9.298553466796875000e-01
3.299999999999999982e-03 3.053000000000000158e-01 9.298548698425292969e-01
3.299999999999999982e-03 3.271999999999999909e-01 9.268628954887390137e-01
3.399999999999999811e-03 3.271999999999999909e-01 9.268156290054321289e-01
3.399999999999999811e-03 3.287999999999999812e-01 9.266206622123718262e-01
3.500000000000000073e-03 3.287999999999999812e-01 9.266186356544494629e-01
3.500000000000000073e-03 3.305000000000000160e-01 9.264369606971740723e-01
3.599999999999999901e-03 3.305000000000000160e-01 9.264273643493652344e-01
3.599999999999999901e-03 3.350000000000000200e-01 9.257754683494567871e-01
3.700000000000000164e-03 3.350000000000000200e-01 9.257751703262329102e-01
3.700000000000000164e-03 3.448999999999999844e-01 9.242942333221435547e-01
3.799999999999999992e-03 3.448999999999999844e-01 9.242933988571166992e-01
3.799999999999999992e-03 3.474999999999999756e-01 9.239223599433898926e-01
3.899999999999999821e-03 3.474999999999999756e-01 9.239194393157958984e-01
3.899999999999999821e-03 3.483999999999999875e-01 9.238675832748413086e-01
4.000000000000000083e-03 3.483999999999999875e-01 9.238605499267578125e-01
4.000000000000000083e-03 3.502000000000000113e-01 9.236695170402526855e-01
4.100000000000000346e-03 3.502000000000000113e-01 9.236622452735900879e-01
4.100000000000000346e-03 3.600999999999999757e-01 9.224389195442199707e-01
