0.000000000000000000e+00 0.000000000000000000e+00 inf
0.000000000000000000e+00 1.000000000000000048e-04 9.752390384674072266e-01
0.000000000000000000e+00 2.440000000000000155e-02 9.643517732620239258e-01
0.000000000000000000e+00 2.460000000000000034e-02 9.643487334251403809e-01
0.000000000000000000e+00 3.400000000000000244e-02 9.631819128990173340e-01
0.000000000000000000e+00 3.420000000000000123e-02 9.631605148315429688e-01
0.000000000000000000e+00 4.139999999999999930e-02 9.626285433769226074e-01
0.000000000000000000e+00 4.159999999999999809e-02 9.626199603080749512e-01
0.000000000000000000e+00 4.209999999999999853e-02 9.626032114028930664e-01
0.000000000000000000e+00 4.229999999999999732e-02 9.625960588455200195e-01
0.000000000000000000e+00 4.299999999999999656e-02 9.625269174575805664e-01
0.000000000000000000e+00 4.320000000000000229e-02 9.625012874603271484e-01
0.000000000000000000e+00 7.090000000000000469e-02 9.605120420455932617e-01
0.000000000000000000e+00 7.109999999999999654e-02 9.605067372322082520e-01
0.000000000000000000e+00 7.159999999999999698e-02 9.604737162590026855e-01
1.000000000000000048e-04 7.159999999999999698e-02 9.604731798171997070e-01
1.000000000000000048e-04 7.330000000000000404e-02 9.603484272956848145e-01
2.000000000000000096e-04 7.330000000000000404e-02 9.603476524353027344e-01
2.000000000000000096e-04 7.480000000000000537e-02 9.602634906768798828e-01
2.000000000000000096e-04 7.499999999999999722e-02 9.602580070495605469e-01
2.000000000000000096e-04 7.660000000000000142e-02 9.601479768753051758e-01
2.999999999999999737e-04 7.660000000000000142e-02 9.601440429687500000e-01
2.999999999999999737e-04 8.190000000000000058e-02 9.596821665763854980e-01
4.000000000000000192e-04 8.190000000000000058e-02 9.596785902976989746e-01
4.000000000000000192e-04 8.229999999999999816e-02 9.596691727638244629e-01
4.000000000000000192e-04 8.909999999999999865e-02 9.592691063880920410e-01
4.000000000000000192e-04 8.930000000000000437e-02 9.592535495758056641e-01
4.000000000000000192e-04 1.203000000000000042e-01 9.572907686233520508e-01
5.000000000000000104e-04 1.203000000000000042e-01 9.572890996932983398e-01
5.000000000000000104e-04 1.424999999999999878e-01 9.560554623603820801e-01
5.999999999999999474e-04 1.424999999999999878e-01 9.560438990592956543e-01
5.999999999999999474e-04 1.555999999999999883e-01 9.553794860839843750e-01
6.999999999999999929e-04 1.555999999999999883e-01 9.553759098052978516e-01
6.999999999999999929e-04 1.608999999999999875e-01 9.550362229347229004e-01
8.000000000000000383e-04 1.608999999999999875e-01 9.550330042839050293e-01
8.000000000000000383e-04 1.696000000000000008e-01 9.545165896415710449e-01
8.999999999999999754e-04 1.696000000000000008e-01 9.545159339904785156e-01
8.999999999999999754e-04 1.809000000000000052e-01 9.538969397544860840e-01
8.999999999999999754e-04 1.811000000000000110e-01 9.538872838020324707e-01
8.999999999999999754e-04 1.852000000000000035e-01 9.536936879158020020e-01
8.999999999999999754e-04 1.854000000000000092e-01 9.536870121955871582e-01
8.999999999999999754e-04 1.902999999999999969e-01 9.533722400665283203e-01
1.000000000000000021e-03 1.902999999999999969e-01 9.533720612525939941e-01
1.000000000000000021e-03 2.000000000000000111e-01 9.528477787971496582e-01
1.000000000000000021e-03 2.001999999999999891e-01 9.528334736824035645e-01
1.000000000000000021e-03 2.011999999999999900e-01 9.528071880340576172e-01
1.000000000000000021e-03 2.013999999999999957e-01 9.528001546859741211e-01
1.000000000000000021e-03 2.076000000000000068e-01 9.525108933448791504e-01
1.100000000000000066e-03 2.076000000000000068e-01 9.525104761123657227e-01
1.100000000000000066e-03 2.154000000000000081e-01 9.520462155342102051e-01
1.100000000000000066e-03 2.156000000000000139e-01 9.520437121391296387e-01
1.100000000000000066e-03 2.447000000000000008e-01 9.506675004959106445e-01
1.100000000000000066e-03 2.449000000000000066e-01 9.506669640541076660e-01
1.100000000000000066e-03 2.567999999999999727e-01 9.500805139541625977e-01
1.199999999999999895e-03 2.567999999999999727e-01 9.500794410705566406e-01
1.199999999999999895e-03 2.600999999999999979e-01 9.499188661575317383e-01
1.299999999999999940e-03 2.600999999999999979e-01 9.499183893203735352e-01
1.299999999999999940e-03 2.617999999999999772e-01 9.498431682586669922e-01
1.299999999999999940e-03 2.620000000000000107e-01 9.498338103294372559e-01
1.299999999999999940e-03 2.761000000000000121e-01 9.491912722587585449e-01
1.299999999999999940e-03 2.762999999999999901e-01 9.491852521896362305e-01
1.299999999999999940e-03 2.839999999999999747e-01 9.488541483879089355e-01
1.399999999999999986e-03 2.839999999999999747e-01 9.488533735275268555e-01
1.399999999999999986e-03 2.847000000000000086e-01 9.488375782966613770e-01
1.399999999999999986e-03 2.848999999999999866e-01 9.488356113433837891e-01
1.399999999999999986e-03 2.907000000000000139e-01 9.485000371932983398e-01
1.399999999999999986e-03 2.908999999999999919e-01 9.484997391700744629e-01
1.399999999999999986e-03 2.928999999999999937e-01 9.484063982963562012e-01
1.500000000000000031e-03 2.928999999999999937e-01 9.484055638313293457e-01
1.500000000000000031e-03 3.025999999999999801e-01 9.479377269744873047e-01
1.500000000000000031e-03 3.028000000000000136e-01 9.479346275329589844e-01
1.500000000000000031e-03 3.240999999999999992e-01 9.469221234321594238e-01
1.600000000000000077e-03 3.240999999999999992e-01 9.469171166419982910e-01
1.600000000000000077e-03 3.618999999999999995e-01 9.447525143623352051e-01
1.699999999999999905e-03 3.618999999999999995e-01 9.447441697120666504e-01
1.699999999999999905e-03 3.699000000000000066e-01 9.442764520645141602e-01
1.699999999999999905e-03 3.700999999999999845e-01 9.442728161811828613e-01
1.699999999999999905e-03 3.835999999999999965e-01 9.435424804687500000e-01
1.699999999999999905e-03 3.837999999999999745e-01 9.435396194458007812e-01
1.699999999999999905e-03 3.894000000000000239e-01 9.432378411293029785e-01
1.799999999999999951e-03 3.894000000000000239e-01 9.432311654090881348e-01
